,traditional analysis,data-driven analysis,,,,
1,Done by trained linguist,Evaluated by trained linguist,,,,
2,Could be done from scratch  ,"Need to have a previous description
(or at least some prior expectations)",,a?hajr ,a?har ,'message’
3,Doesn't care about amount of data,Care more about amount of data,,be?ajr,be?ir,'roasting’
,,,,mik'kujr,mik'?ur ,'swallowing’
,,,,req?ujr,req??ir,'fight’
,,,,re?kujr,re?kur,'overnight stay’
,,,,rik?ajr,rik?ar,'lighting’
